trade_date,Strategy_Pure,Strategy_Hedged,Benchmark_EqualWeight,Benchmark_CSI1000
2025-10-27,1674036.6376010936,1274910.4372602967,1682137.5073730054,1653691.8245168498
2025-10-28,1682684.3563494005,1281584.800677662,1682368.5789522047,1650126.0337803606
2025-10-29,1674676.3248055617,1275805.9785964258,1688104.227277702,1669959.6140332667
2025-10-30,1664207.4897368334,1268035.1401920277,1672462.7507273997,1651419.7967353647
2025-10-31,1684626.290597543,1283631.1130082265,1684173.936453326,1656183.1565918683
2025-11-03,1697904.8718732186,1293714.549506683,1699576.7830368967,1663120.36474231
2025-11-04,1687556.832758837,1285842.4659857282,1692644.1164945434,1640530.9193681634
2025-11-05,1699902.5230000946,1296504.4996436762,1706500.223647714,1646958.2560675459
2025-11-06,1707114.9334822658,1302493.1246557652,1714495.616432648,1666145.6167271356
2025-11-07,1700201.9518277298,1296433.4337206262,1715567.0152162835,1663949.9262550687
2025-11-10,1700927.8377272468,1297579.731482989,1730031.5184550676,1668666.0717063248
2025-11-11,1705600.2532985872,1300897.9323434688,1735251.3146040544,1663710.1035517794
2025-11-12,1708821.1762544431,1303153.1449268875,1727705.9181793383,1651704.8481913449
2025-11-13,1724187.6794171433,1315024.600297407,1746519.6961444805,1674694.071613661
2025-11-14,1733825.2881749703,1322069.201791701,1742596.7890694176,1655318.735845329
2025-11-17,1738385.5300925495,1325376.8829760416,1745031.2012015071,1659801.6774351527
2025-11-18,1719018.4965086784,1310286.722372262,1722689.5985746991,1643260.0884939136
2025-11-19,1692080.037703281,1289531.871397873,1705471.6754038332,1629825.3839204044
2025-11-20,1685071.621975387,1284070.4201244644,1693985.4805574992,1619500.8731355534
2025-11-21,1631784.583260853,1243007.8509661816,1632663.584829605,1559333.6150018242
2025-11-24,1660808.4967814593,1265045.4575291504,1649372.7112368378,1578904.6478610644
2025-11-25,1686278.7140844364,1284538.3523756387,1669778.7053941882,1599541.7555154243
2025-11-26,1679230.901770143,1279270.5646605329,1665172.7793548377,1599211.2546786922
2025-11-27,1684906.941104909,1283535.7922025644,1668176.4545947665,1601198.0103761363
2025-11-28,1712777.5100683442,1304922.6810994882,1688082.2236402917,1618132.537895626
2025-12-01,1727892.9045514686,1316268.504422433,1699778.3977410442,1629709.1129317814
2025-12-02,1708051.1771674608,1312498.4747269703,1695802.8905903618,1613492.2884976647
2025-12-03,1700504.8703409613,1312498.4747269703,1687146.4970067192,1599172.6447678593
2025-12-04,1678926.5439741295,1312498.4747269703,1673553.6879302324,1599257.1453155682
2025-12-05,1697805.190091612,1312498.4747269703,1694064.0090708707,1619959.7795043131
2025-12-08,1714826.643742919,1312498.4747269703,1703968.2485724748,1637732.2524029138
2025-12-09,1707151.7375014792,1312498.4747269703,1691731.2448165554,1628363.9436383536
2025-12-10,1707476.270089109,1312498.4747269703,1695280.3830290048,1634466.5158306132
2025-12-11,1671673.0514384648,1312498.4747269703,1667189.864270754,1613231.2855004324
2025-12-12,1664488.6387470842,1312498.4747269703,1668021.7619173331,1626236.6478654766
2025-12-15,1664021.6662916094,1312498.4747269703,1669256.095844441,1612587.7134438585
2025-12-16,1635990.706336934,1312498.4747269703,1644075.5158175253,1584466.9019297212
2025-12-17,1643981.680492711,1312498.4747269703,1655008.5189315865,1608100.1386647348
2025-12-18,1657708.544945161,1312498.4747269703,1660055.8973909079,1604495.958645474
2025-12-19,1688751.1312552446,1312498.4747269703,1687236.99618864,1617160.8919110005
2025-12-22,1693398.5215538116,1312498.4747269703,1696883.982067852,1634489.6817771127
2025-12-23,1687475.159339171,1312498.4747269703,1686546.6623622081,1630975.2973790467
2025-12-24,1697409.2710070473,1312498.4747269703,1703994.5781350802,1656118.2919416684
2025-12-25,1711247.5768027795,1312498.4747269703,1718716.9871954035,1672223.6992045233
2025-12-26,1704172.8734716752,1312498.4747269703,1721397.1396177742,1677993.3436513704
2025-12-29,1702930.8849177484,1312498.4747269703,1717017.413632118,1675484.3613314
2025-12-30,1685577.273505691,1302843.3298421954,1712900.8649987637,1676177.35407384
2025-12-31,1694679.9109176318,1308101.099408853,1714228.4784458554,1675733.009157166
2026-01-05,1719787.3271917563,1325961.754221501,1733221.892293729,1710723.5166348023
2026-01-06,1735624.913751531,1336425.4259109003,1757621.256201285,1735218.3059515501
2026-01-07,1732862.7109795546,1331917.897039061,1758119.2531621493,1744378.121197611
2026-01-08,1753394.1165415267,1347952.5825478593,1773194.4880982293,1758756.2313638213
2026-01-09,1769470.9336228708,1358519.6616906114,1792555.1632582087,1793525.890151492
